Max Component Size,Compute Time (s),runScen2_2Random,,,,
200,0.0014449,,154.44,0.001518611,,10
130,0.0014456,,,,,
200,0.001447,,,,,
160,0.0015571,,,,,
170,0.0015695,,,,,
150,0.0015456,,,,,
90,0.0014375,,,,,
70,0.001676,,,,,
130,0.001453,,,,,
200,0.0014965,,,,,
190,0.0016208,,,,,
190,0.0016325,,,,,
10,0.0013608,,,,,
170,0.0019289,,,,,
160,0.0015824,,,,,
110,0.0015545,,,,,
170,0.0015728,,,,,
190,0.0019973,,,,,
120,0.0024599,,,,,
50,0.0015455,,,,,
20,0.0014826,,,,,
130,0.0014459,,,,,
170,0.0023154,,,,,
200,0.0014384,,,,,
30,0.0013958,,,,,
170,0.0015671,,,,,
190,0.0016028,,,,,
200,0.0014224,,,,,
130,0.001434,,,,,
200,0.0014583,,,,,
190,0.0014395,,,,,
120,0.0014402,,,,,
200,0.001495,,,,,
160,0.0016503,,,,,
180,0.0014373,,,,,
180,0.0016936,,,,,
190,0.0016261,,,,,
200,0.0014781,,,,,
160,0.0015249,,,,,
200,0.0015469,,,,,
200,0.0014604,,,,,
160,0.0015488,,,,,
130,0.0015105,,,,,
80,0.0017175,,,,,
20,0.0013439,,,,,
200,0.0016604,,,,,
70,0.001442,,,,,
200,0.0015712,,,,,
190,0.0014698,,,,,
200,0.0014415,,,,,
88,0.0015292,,,,,
190,0.0015496,,,,,
40,0.0013924,,,,,
80,0.0015084,,,,,
120,0.0015645,,,,,
190,0.0016035,,,,,
140,0.0015918,,,,,
200,0.001511,,,,,
60,0.0014284,,,,,
100,0.0015064,,,,,
190,0.0014409,,,,,
180,0.0015708,,,,,
130,0.0014427,,,,,
90,0.001567,,,,,
170,0.00156,,,,,
60,0.0015086,,,,,
200,0.001469,,,,,
200,0.0015254,,,,,
20,0.0014149,,,,,
118,0.001492,,,,,
190,0.0014144,,,,,
50,0.0013478,,,,,
200,0.001599,,,,,
190,0.0014272,,,,,
200,0.0014379,,,,,
200,0.0014892,,,,,
200,0.0015392,,,,,
200,0.0014429,,,,,
70,0.0014452,,,,,
100,0.0013616,,,,,
200,0.0015202,,,,,
200,0.0014781,,,,,
80,0.001501,,,,,
200,0.0015074,,,,,
190,0.0015766,,,,,
140,0.0015394,,,,,
200,0.0014652,,,,,
200,0.0014426,,,,,
200,0.0014937,,,,,
200,0.0015856,,,,,
200,0.0014435,,,,,
190,0.0014819,,,,,
190,0.0014821,,,,,
190,0.0014786,,,,,
170,0.0015471,,,,,
88,0.0014031,,,,,
120,0.001501,,,,,
200,0.001519,,,,,
180,0.0015916,,,,,
90,0.0015756,,,,,
150,0.0015122,,,,,
150,0.0014732,,,,,
130,0.0014421,,,,,
180,0.0014932,,,,,
190,0.0014891,,,,,
60,0.0014172,,,,,
200,0.0015117,,,,,
160,0.001699,,,,,
200,0.0014484,,,,,
120,0.0015034,,,,,
200,0.0017353,,,,,
190,0.0014959,,,,,
70,0.0014246,,,,,
200,0.0014293,,,,,
200,0.0015431,,,,,
190,0.0015659,,,,,
200,0.0019286,,,,,
190,0.0016228,,,,,
200,0.0014156,,,,,
200,0.001443,,,,,
170,0.0015421,,,,,
150,0.0015072,,,,,
150,0.0015072,,,,,
190,0.0015084,,,,,
190,0.0015038,,,,,
200,0.0014442,,,,,
30,0.0014395,,,,,
190,0.0016026,,,,,
200,0.0018172,,,,,
180,0.0015801,,,,,
20,0.0014003,,,,,
180,0.0014946,,,,,
170,0.0015689,,,,,
200,0.0016672,,,,,
170,0.0017809,,,,,
200,0.0014839,,,,,
60,0.001428,,,,,
170,0.0014647,,,,,
200,0.0015536,,,,,
70,0.0014407,,,,,
150,0.0015495,,,,,
190,0.0015347,,,,,
200,0.0014111,,,,,
200,0.0014637,,,,,
180,0.0016832,,,,,
160,0.0015107,,,,,
40,0.0013766,,,,,
40,0.0014412,,,,,
200,0.0014777,,,,,
200,0.0014431,,,,,
190,0.00171,,,,,
200,0.0014156,,,,,
190,0.0014518,,,,,
200,0.0014252,,,,,
180,0.0016362,,,,,
200,0.0014616,,,,,
20,0.0014731,,,,,
20,0.001408,,,,,
20,0.0013434,,,,,
200,0.0014446,,,,,
200,0.0014322,,,,,
160,0.0015519,,,,,
200,0.0014264,,,,,
138,0.0014467,,,,,
180,0.001438,,,,,
170,0.0014872,,,,,
200,0.0014616,,,,,
200,0.0014867,,,,,
200,0.001424,,,,,
140,0.0014245,,,,,
190,0.0016015,,,,,
170,0.0014785,,,,,
70,0.0014401,,,,,
170,0.0014088,,,,,
200,0.001476,,,,,
200,0.0014501,,,,,
190,0.0015761,,,,,
200,0.00163,,,,,
200,0.0014853,,,,,
148,0.0014494,,,,,
190,0.001487,,,,,
130,0.0014389,,,,,
200,0.0014874,,,,,
180,0.0016734,,,,,
30,0.0013639,,,,,
118,0.0014336,,,,,
70,0.0014236,,,,,
200,0.0016715,,,,,
160,0.0015285,,,,,
60,0.0016484,,,,,
200,0.0015031,,,,,
120,0.0014429,,,,,
110,0.0015337,,,,,
200,0.0015542,,,,,
200,0.0014053,,,,,
180,0.0015126,,,,,
40,0.0015043,,,,,
90,0.0014267,,,,,
130,0.0014222,,,,,
180,0.0014934,,,,,
