Max Component Size,Compute Time (s),runScen2_2Random,,,,
24,0.0003437,,17.28,0.000327851,,6
12,0.0003096,,,,,
12,0.0003158,,,,,
12,0.0003304,,,,,
24,0.0003399,,,,,
12,0.0003,,,,,
12,0.0002988,,,,,
6,0.000272,,,,,
24,0.0003228,,,,,
12,0.0003045,,,,,
24,0.0003139,,,,,
12,0.0002968,,,,,
12,0.0003046,,,,,
24,0.0003128,,,,,
6,0.0002744,,,,,
24,0.0003174,,,,,
24,0.0003154,,,,,
24,0.0003141,,,,,
12,0.0003146,,,,,
6,0.0002715,,,,,
12,0.0003003,,,,,
12,0.0003025,,,,,
6,0.0002729,,,,,
6,0.0002714,,,,,
12,0.0003013,,,,,
24,0.0003137,,,,,
12,0.0003015,,,,,
12,0.000305,,,,,
24,0.0003408,,,,,
24,0.0003161,,,,,
24,0.0003177,,,,,
6,0.0005072,,,,,
24,0.0003635,,,,,
12,0.0003613,,,,,
12,0.0003535,,,,,
24,0.0015145,,,,,
6,0.0006451,,,,,
12,0.0005944,,,,,
12,0.0003792,,,,,
24,0.000364,,,,,
24,0.0003471,,,,,
24,0.0003385,,,,,
24,0.0003254,,,,,
24,0.0003522,,,,,
24,0.0003543,,,,,
24,0.0003415,,,,,
12,0.0003016,,,,,
24,0.0003251,,,,,
12,0.0003018,,,,,
24,0.000317,,,,,
12,0.0003012,,,,,
24,0.0003161,,,,,
24,0.0003166,,,,,
6,0.0002775,,,,,
12,0.0002961,,,,,
24,0.0003149,,,,,
12,0.0004351,,,,,
24,0.0003445,,,,,
12,0.0003112,,,,,
12,0.0003547,,,,,
24,0.0004177,,,,,
24,0.0003644,,,,,
24,0.000345,,,,,
24,0.000341,,,,,
24,0.0003336,,,,,
6,0.0002923,,,,,
6,0.0003021,,,,,
24,0.0003526,,,,,
24,0.0003414,,,,,
24,0.0003394,,,,,
12,0.0002998,,,,,
24,0.0003383,,,,,
24,0.0003383,,,,,
24,0.0003362,,,,,
24,0.0003355,,,,,
6,0.0002941,,,,,
24,0.0003368,,,,,
6,0.0002916,,,,,
24,0.0003386,,,,,
24,0.0003389,,,,,
12,0.000316,,,,,
24,0.0004489,,,,,
24,0.0003369,,,,,
24,0.0003431,,,,,
24,0.0003379,,,,,
6,0.0002951,,,,,
6,0.0002918,,,,,
6,0.0003812,,,,,
6,0.0002943,,,,,
24,0.0003278,,,,,
6,0.0002918,,,,,
6,0.0002969,,,,,
12,0.0003507,,,,,
24,0.0003214,,,,,
24,0.0004299,,,,,
12,0.0003285,,,,,
24,0.0003629,,,,,
24,0.0003357,,,,,
6,0.0002954,,,,,
24,0.0003363,,,,,
12,0.000486,,,,,
24,0.0003363,,,,,
12,0.0003201,,,,,
24,0.000339,,,,,
12,0.000323,,,,,
12,0.0003186,,,,,
6,0.0002846,,,,,
6,0.000276,,,,,
6,0.0002749,,,,,
12,0.0003032,,,,,
12,0.0003104,,,,,
24,0.000321,,,,,
12,0.0003002,,,,,
24,0.0003131,,,,,
24,0.0003157,,,,,
24,0.0003139,,,,,
24,0.0003166,,,,,
12,0.0003033,,,,,
24,0.0003144,,,,,
12,0.0002959,,,,,
24,0.0003134,,,,,
6,0.0002839,,,,,
24,0.00032,,,,,
24,0.0003169,,,,,
24,0.0003148,,,,,
24,0.0003108,,,,,
24,0.0003144,,,,,
24,0.0003171,,,,,
6,0.0002983,,,,,
24,0.0003228,,,,,
24,0.0003199,,,,,
24,0.0003143,,,,,
24,0.0003193,,,,,
6,0.0002745,,,,,
24,0.0003179,,,,,
6,0.0002758,,,,,
6,0.0002759,,,,,
6,0.0002759,,,,,
6,0.0002769,,,,,
6,0.0002712,,,,,
24,0.0003498,,,,,
24,0.0003197,,,,,
6,0.0002705,,,,,
24,0.0003179,,,,,
24,0.000314,,,,,
24,0.0003148,,,,,
12,0.0002971,,,,,
24,0.0003172,,,,,
12,0.0003122,,,,,
24,0.000317,,,,,
24,0.0003489,,,,,
24,0.0003162,,,,,
12,0.0003061,,,,,
24,0.0003164,,,,,
24,0.0003158,,,,,
24,0.0003674,,,,,
24,0.0003177,,,,,
24,0.0003152,,,,,
24,0.0003138,,,,,
24,0.0003175,,,,,
24,0.0003135,,,,,
24,0.0003407,,,,,
6,0.0002717,,,,,
24,0.0003155,,,,,
12,0.0002948,,,,,
24,0.0003199,,,,,
24,0.0003146,,,,,
24,0.0003133,,,,,
6,0.0002762,,,,,
24,0.0003101,,,,,
24,0.0003176,,,,,
24,0.0003283,,,,,
24,0.0003206,,,,,
6,0.0002724,,,,,
6,0.0002715,,,,,
6,0.000274,,,,,
24,0.0003859,,,,,
6,0.0002728,,,,,
6,0.0002708,,,,,
6,0.0002795,,,,,
24,0.0003146,,,,,
12,0.0003208,,,,,
12,0.0002961,,,,,
6,0.0002788,,,,,
6,0.0002799,,,,,
24,0.0003162,,,,,
24,0.0003151,,,,,
24,0.0003196,,,,,
6,0.0002709,,,,,
24,0.0003166,,,,,
24,0.000323,,,,,
24,0.0003119,,,,,
6,0.0002704,,,,,
24,0.0003195,,,,,
12,0.0003935,,,,,
24,0.0003208,,,,,
24,0.0003134,,,,,
12,0.0003003,,,,,
24,0.0003149,,,,,
6,0.0002734,,,,,
