Max Component Size,Compute Time (s),runScen2_2Random,,,,
6,0.0003127,,14.1,0.000271391,,6
24,0.0002774,,,,,
18,0.0002691,,,,,
18,0.0002627,,,,,
24,0.0002661,,,,,
24,0.0002678,,,,,
6,0.0002431,,,,,
6,0.0002378,,,,,
6,0.0002398,,,,,
6,0.0002394,,,,,
6,0.0002333,,,,,
24,0.0002682,,,,,
18,0.0002625,,,,,
24,0.0002885,,,,,
6,0.0002398,,,,,
6,0.0002375,,,,,
6,0.0002362,,,,,
6,0.0002346,,,,,
24,0.0002685,,,,,
18,0.0002657,,,,,
6,0.0002342,,,,,
24,0.0002668,,,,,
6,0.0002346,,,,,
24,0.0002677,,,,,
18,0.0002616,,,,,
24,0.0002647,,,,,
18,0.0002604,,,,,
24,0.000264,,,,,
18,0.0002643,,,,,
18,0.0002611,,,,,
18,0.0002623,,,,,
18,0.0002583,,,,,
6,0.0002351,,,,,
24,0.0002704,,,,,
18,0.0002599,,,,,
18,0.0002593,,,,,
6,0.0002371,,,,,
6,0.0002327,,,,,
24,0.0002672,,,,,
24,0.0002623,,,,,
24,0.0002805,,,,,
18,0.0002894,,,,,
6,0.0002595,,,,,
6,0.0002589,,,,,
24,0.0002928,,,,,
6,0.0002575,,,,,
6,0.0002634,,,,,
24,0.0003001,,,,,
6,0.000243,,,,,
18,0.0002854,,,,,
6,0.0002585,,,,,
6,0.0002524,,,,,
6,0.0002554,,,,,
24,0.0002729,,,,,
24,0.0002821,,,,,
6,0.0002373,,,,,
6,0.0002692,,,,,
6,0.0002334,,,,,
6,0.0002373,,,,,
6,0.0002323,,,,,
18,0.0003106,,,,,
18,0.0002639,,,,,
6,0.0002394,,,,,
24,0.000266,,,,,
18,0.0002595,,,,,
6,0.000233,,,,,
18,0.000258,,,,,
6,0.0002376,,,,,
6,0.0002347,,,,,
6,0.0002331,,,,,
24,0.0002637,,,,,
6,0.0002331,,,,,
6,0.0002339,,,,,
6,0.0002336,,,,,
6,0.000373,,,,,
6,0.0002709,,,,,
6,0.0002692,,,,,
24,0.0002782,,,,,
6,0.0002599,,,,,
18,0.0002843,,,,,
24,0.0002876,,,,,
18,0.0002827,,,,,
6,0.0002539,,,,,
6,0.0002586,,,,,
6,0.0002583,,,,,
6,0.0002549,,,,,
24,0.0002905,,,,,
24,0.0002944,,,,,
6,0.00028,,,,,
18,0.000325,,,,,
24,0.0002769,,,,,
24,0.0002864,,,,,
6,0.0002544,,,,,
6,0.0002608,,,,,
24,0.000313,,,,,
24,0.0002859,,,,,
6,0.0002534,,,,,
18,0.0002876,,,,,
6,0.0003785,,,,,
6,0.0003361,,,,,
18,0.0003426,,,,,
6,0.0002769,,,,,
6,0.0002835,,,,,
6,0.0002821,,,,,
6,0.0002847,,,,,
24,0.0005938,,,,,
6,0.0002875,,,,,
18,0.0003453,,,,,
6,0.000278,,,,,
6,0.0002796,,,,,
6,0.0002712,,,,,
24,0.0003056,,,,,
6,0.0002613,,,,,
6,0.0002869,,,,,
6,0.0002734,,,,,
6,0.0002684,,,,,
6,0.0002671,,,,,
6,0.0002585,,,,,
6,0.0002623,,,,,
6,0.0002542,,,,,
24,0.000288,,,,,
6,0.0002607,,,,,
6,0.0002552,,,,,
6,0.0002549,,,,,
18,0.0002842,,,,,
6,0.0002805,,,,,
6,0.0002432,,,,,
24,0.0002771,,,,,
6,0.0002335,,,,,
18,0.0002697,,,,,
24,0.0002925,,,,,
18,0.0002721,,,,,
6,0.0002443,,,,,
6,0.0002377,,,,,
24,0.0002646,,,,,
6,0.0002364,,,,,
18,0.0002846,,,,,
18,0.0003567,,,,,
6,0.0003608,,,,,
24,0.0002719,,,,,
24,0.000268,,,,,
6,0.0002356,,,,,
6,0.0002345,,,,,
24,0.0002706,,,,,
6,0.0002379,,,,,
24,0.0002647,,,,,
18,0.0002847,,,,,
24,0.0002722,,,,,
18,0.0002673,,,,,
6,0.0002401,,,,,
18,0.0002704,,,,,
18,0.0002669,,,,,
6,0.0002332,,,,,
18,0.0002947,,,,,
24,0.0002742,,,,,
6,0.0002419,,,,,
24,0.000267,,,,,
24,0.0002633,,,,,
6,0.0002361,,,,,
6,0.0002341,,,,,
18,0.0002585,,,,,
18,0.000258,,,,,
6,0.0002327,,,,,
18,0.0002586,,,,,
18,0.0002561,,,,,
6,0.0002362,,,,,
18,0.0003512,,,,,
24,0.0003295,,,,,
18,0.0003335,,,,,
24,0.0004477,,,,,
6,0.0003789,,,,,
6,0.0002337,,,,,
18,0.0004224,,,,,
18,0.0004252,,,,,
18,0.0003632,,,,,
24,0.00026,,,,,
18,0.0002601,,,,,
18,0.0002589,,,,,
24,0.0002654,,,,,
24,0.0002615,,,,,
6,0.0002359,,,,,
6,0.0002365,,,,,
18,0.0002634,,,,,
6,0.0002354,,,,,
24,0.0002701,,,,,
24,0.0002617,,,,,
18,0.0002583,,,,,
24,0.0002623,,,,,
24,0.0002619,,,,,
18,0.0002573,,,,,
18,0.0002586,,,,,
24,0.0002614,,,,,
24,0.0002637,,,,,
6,0.0002351,,,,,
18,0.0002558,,,,,
6,0.0002329,,,,,
24,0.000268,,,,,
24,0.0002626,,,,,
18,0.0002597,,,,,
24,0.0002668,,,,,
