Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
3580,5.0515303,,3631.9,5.083336279,,3340
3800,4.8654297,,,,,
3720,5.0773534,,,,,
3680,4.8359817,,,,,
3780,5.1461634,,,,,
3660,5.0343987,,,,,
3540,5.1928774,,,,,
3640,5.0676152,,,,,
3600,5.1442537,,,,,
3660,4.9542492,,,,,
3680,4.8992866,,,,,
3520,5.0128678,,,,,
3840,5.1435422,,,,,
3680,4.9256255,,,,,
3480,4.9496591,,,,,
3640,4.9779264,,,,,
3480,5.4201205,,,,,
3680,5.1453289,,,,,
3620,5.1017114,,,,,
3640,5.1081229,,,,,
3720,4.8662456,,,,,
3680,5.2977118,,,,,
3780,5.2239336,,,,,
3500,6.8467253,,,,,
3640,4.8372219,,,,,
3640,5.0350345,,,,,
3680,5.0045916,,,,,
3480,5.1072641,,,,,
3500,5.1314804,,,,,
3580,5.1201351,,,,,
3680,5.1807756,,,,,
3580,5.010305,,,,,
3760,4.9806419,,,,,
3520,4.860136,,,,,
3600,5.0818054,,,,,
3700,5.1129565,,,,,
3520,5.0851872,,,,,
3720,5.0279329,,,,,
3620,4.9476512,,,,,
3680,5.3051527,,,,,
3660,5.2575192,,,,,
3620,4.9591871,,,,,
3640,4.9498043,,,,,
3620,5.0893467,,,,,
3720,5.3429683,,,,,
3760,5.0366914,,,,,
3600,4.8956521,,,,,
3680,4.9629234,,,,,
3560,4.9454872,,,,,
3720,5.0401238,,,,,
3640,5.0754828,,,,,
3580,4.8918446,,,,,
3780,5.0948407,,,,,
3560,4.9188055,,,,,
3680,4.9618762,,,,,
3600,4.9358298,,,,,
3600,5.0728203,,,,,
3620,4.8494379,,,,,
3580,4.9114626,,,,,
3720,4.9585386,,,,,
3540,4.7965476,,,,,
3660,4.9827652,,,,,
3580,5.1624061,,,,,
3520,5.471322,,,,,
3680,5.0437976,,,,,
3460,4.885301,,,,,
3760,4.8756771,,,,,
3640,7.5273847,,,,,
3440,4.9920553,,,,,
3560,5.1063779,,,,,
3660,4.840355,,,,,
3640,5.0293187,,,,,
3660,5.0103235,,,,,
3680,4.9570497,,,,,
3560,4.9571019,,,,,
3760,4.9039406,,,,,
3700,4.8707158,,,,,
3740,4.9565587,,,,,
3660,5.0680102,,,,,
3740,5.0872466,,,,,
3720,4.8043274,,,,,
3600,4.7755209,,,,,
3680,4.9633326,,,,,
3680,4.9730281,,,,,
3700,4.9576941,,,,,
3800,5.39254,,,,,
3600,5.021016,,,,,
3700,4.9311567,,,,,
3460,4.8754073,,,,,
3680,5.204632,,,,,
3660,5.6147404,,,,,
3660,5.282817,,,,,
3660,4.8555459,,,,,
3580,5.0067947,,,,,
3620,4.9879749,,,,,
3800,5.2230431,,,,,
3560,4.9540142,,,,,
3540,4.9098141,,,,,
3680,5.0640082,,,,,
3720,4.8873371,,,,,
3680,5.0742357,,,,,
3680,5.0782654,,,,,
3580,5.0932814,,,,,
3420,4.9395373,,,,,
3580,4.974283,,,,,
3500,4.9949433,,,,,
3680,4.9076621,,,,,
3700,5.2165055,,,,,
3660,5.1145369,,,,,
3580,4.9672579,,,,,
3740,4.8489281,,,,,
3620,7.5103666,,,,,
3640,5.4093347,,,,,
3600,5.2707049,,,,,
3680,5.0338562,,,,,
3480,5.2292724,,,,,
3640,5.0648128,,,,,
3600,5.129954,,,,,
3700,5.5011303,,,,,
3340,4.8589789,,,,,
3440,4.8453369,,,,,
3680,4.8390486,,,,,
3640,4.90128,,,,,
3600,5.010562,,,,,
3620,5.0513578,,,,,
3560,4.9459795,,,,,
3760,5.2298074,,,,,
3640,4.8621657,,,,,
3580,5.7493905,,,,,
3560,5.3112129,,,,,
3720,5.4288785,,,,,
3660,5.2490671,,,,,
3480,5.0706966,,,,,
3760,5.1286614,,,,,
3780,5.0600718,,,,,
3520,5.0791239,,,,,
3740,5.0796772,,,,,
3720,4.9130406,,,,,
