Max Component Size,Compute Time (s),runScen2_2Random,,,,
380,0.0032353,,352.73,0.003238356,,140
350,0.0037625,,,,,
360,0.0035321,,,,,
370,0.0043151,,,,,
310,0.003346,,,,,
340,0.003646,,,,,
390,0.0034667,,,,,
390,0.003238,,,,,
140,0.0053429,,,,,
390,0.0032779,,,,,
350,0.0031659,,,,,
340,0.0031786,,,,,
390,0.003217,,,,,
350,0.0031294,,,,,
370,0.0032122,,,,,
360,0.003362,,,,,
270,0.0030682,,,,,
380,0.0032139,,,,,
340,0.0032014,,,,,
380,0.0031904,,,,,
360,0.0031733,,,,,
360,0.0031903,,,,,
330,0.0031413,,,,,
370,0.0031778,,,,,
400,0.0030955,,,,,
370,0.0032276,,,,,
340,0.0031799,,,,,
390,0.0032715,,,,,
390,0.0033012,,,,,
280,0.0030208,,,,,
380,0.0034537,,,,,
390,0.003107,,,,,
370,0.0032631,,,,,
360,0.0032184,,,,,
330,0.0031741,,,,,
250,0.0030337,,,,,
380,0.0032357,,,,,
360,0.0032158,,,,,
350,0.0032254,,,,,
340,0.0031614,,,,,
360,0.0032247,,,,,
360,0.0032194,,,,,
320,0.003166,,,,,
320,0.003199,,,,,
340,0.0031642,,,,,
360,0.0032391,,,,,
390,0.0032923,,,,,
360,0.0031952,,,,,
390,0.0032542,,,,,
350,0.0031964,,,,,
350,0.0032808,,,,,
360,0.0032524,,,,,
380,0.0031914,,,,,
330,0.003091,,,,,
400,0.0033379,,,,,
310,0.0031588,,,,,
210,0.0030501,,,,,
370,0.0031046,,,,,
330,0.0031941,,,,,
360,0.0031452,,,,,
350,0.0032467,,,,,
360,0.0031844,,,,,
290,0.0031647,,,,,
380,0.0031897,,,,,
300,0.0030642,,,,,
320,0.0031026,,,,,
400,0.0031125,,,,,
380,0.0033056,,,,,
330,0.0031439,,,,,
400,0.0031061,,,,,
320,0.0031456,,,,,
360,0.003247,,,,,
350,0.0032147,,,,,
330,0.0031508,,,,,
370,0.0033739,,,,,
400,0.0032478,,,,,
390,0.0032419,,,,,
330,0.0031597,,,,,
370,0.0032139,,,,,
360,0.0032175,,,,,
390,0.003184,,,,,
350,0.0032375,,,,,
340,0.003078,,,,,
360,0.003189,,,,,
340,0.0031745,,,,,
350,0.0031939,,,,,
350,0.0031775,,,,,
310,0.0030707,,,,,
380,0.003288,,,,,
340,0.0031579,,,,,
330,0.0031568,,,,,
380,0.0031918,,,,,
360,0.0031138,,,,,
370,0.0031755,,,,,
370,0.003171,,,,,
380,0.0032036,,,,,
360,0.0032037,,,,,
380,0.0032415,,,,,
390,0.0032311,,,,,
370,0.0032028,,,,,
390,0.0032508,,,,,
330,0.0029758,,,,,
400,0.0032432,,,,,
340,0.0031815,,,,,
330,0.0030984,,,,,
390,0.0032217,,,,,
350,0.0031714,,,,,
340,0.0031943,,,,,
330,0.0031461,,,,,
390,0.0035083,,,,,
380,0.0032188,,,,,
320,0.0031643,,,,,
390,0.003207,,,,,
340,0.0031317,,,,,
390,0.0032545,,,,,
380,0.0032052,,,,,
390,0.0032438,,,,,
380,0.0032536,,,,,
330,0.0031343,,,,,
370,0.0032224,,,,,
360,0.003217,,,,,
360,0.0034133,,,,,
360,0.003325,,,,,
330,0.0031752,,,,,
320,0.0032094,,,,,
310,0.0031315,,,,,
380,0.0031493,,,,,
370,0.0032942,,,,,
350,0.0032357,,,,,
340,0.0032752,,,,,
320,0.0033403,,,,,
270,0.0033759,,,,,
370,0.0034359,,,,,
350,0.0032285,,,,,
370,0.003406,,,,,
350,0.0033036,,,,,
370,0.0032988,,,,,
370,0.0032942,,,,,
360,0.0033073,,,,,
330,0.0032857,,,,,
350,0.0032975,,,,,
390,0.0033263,,,,,
330,0.0032064,,,,,
390,0.0032513,,,,,
390,0.0032633,,,,,
176,0.0029704,,,,,
340,0.0032636,,,,,
360,0.0032945,,,,,
370,0.0032227,,,,,
350,0.0031568,,,,,
400,0.0032249,,,,,
340,0.0032078,,,,,
380,0.0032146,,,,,
380,0.0032185,,,,,
390,0.003374,,,,,
360,0.0032471,,,,,
350,0.003215,,,,,
370,0.0032616,,,,,
350,0.0031596,,,,,
330,0.0030898,,,,,
380,0.0032344,,,,,
390,0.003395,,,,,
340,0.003206,,,,,
350,0.0031843,,,,,
360,0.0032053,,,,,
340,0.0032194,,,,,
390,0.0030054,,,,,
370,0.0031843,,,,,
320,0.0031651,,,,,
300,0.003118,,,,,
350,0.0031744,,,,,
350,0.0032491,,,,,
370,0.0031772,,,,,
370,0.0031618,,,,,
340,0.0035408,,,,,
340,0.0033164,,,,,
340,0.0031869,,,,,
350,0.003188,,,,,
340,0.0031739,,,,,
220,0.0033125,,,,,
340,0.0031387,,,,,
390,0.0031879,,,,,
350,0.0031957,,,,,
360,0.0033579,,,,,
300,0.0031209,,,,,
320,0.0031603,,,,,
370,0.0039238,,,,,
370,0.0032774,,,,,
400,0.0031942,,,,,
350,0.0031661,,,,,
330,0.0033484,,,,,
370,0.0031976,,,,,
230,0.0030946,,,,,
340,0.0030647,,,,,
380,0.0032193,,,,,
380,0.0031874,,,,,
390,0.0032833,,,,,
370,0.0032246,,,,,
370,0.0031917,,,,,
340,0.0031421,,,,,
