Max Component Size,Compute Time (s),partition_lgraph_louvain,,
20,1.2619542,,20,1.233327246
20,1.603881,,,
20,2.124529,,,
20,1.0353361,,,
20,1.0744402,,,
20,2.2252394,,,
20,1.0919315,,,
20,0.7482661,,,
20,1.6033666,,,
20,1.3954318,,,
20,0.6348099,,,
20,1.2582761,,,
20,1.3695359,,,
20,1.0771756,,,
20,0.7073106,,,
20,0.9493366,,,
20,0.8986926,,,
20,0.8104015,,,
20,0.992488,,,
20,1.862288,,,
20,0.7699494,,,
20,1.2204949,,,
20,0.9109639,,,
20,2.2323983,,,
20,1.928447,,,
20,1.0483682,,,
20,0.781759,,,
20,1.1523182,,,
20,0.9803181,,,
20,1.3977257,,,
20,0.6298464,,,
20,0.6836647,,,
20,1.1219318,,,
20,0.9099762,,,
20,0.9955945,,,
20,1.2821739,,,
20,1.3638835,,,
20,1.2280505,,,
20,1.1348347,,,
20,1.4092513,,,
20,1.0354982,,,
20,0.6381847,,,
20,0.8596923,,,
20,0.9168511,,,
20,0.7709641,,,
20,1.575191,,,
20,2.0689821,,,
20,1.3185636,,,
20,1.0516082,,,
20,1.7156205,,,
20,0.9183118,,,
20,0.8031873,,,
20,0.7468904,,,
20,1.4560496,,,
20,1.7920598,,,
20,1.3682844,,,
20,0.7348442,,,
20,2.18522,,,
20,1.1502272,,,
20,0.973314,,,
20,1.0661926,,,
20,0.9853272,,,
20,1.312677,,,
20,1.6063307,,,
20,0.7708591,,,
20,1.0464617,,,
20,0.754147,,,
20,1.0559123,,,
20,0.9129766,,,
20,0.7554243,,,
20,0.9135804,,,
20,1.0780375,,,
20,1.0858628,,,
20,1.3395313,,,
20,1.2240015,,,
20,1.0500125,,,
20,1.4590741,,,
20,1.6416941,,,
20,1.2744479,,,
20,1.5943759,,,
20,1.5445657,,,
20,0.9827078,,,
20,0.8105192,,,
20,0.6427164,,,
20,1.5368882,,,
20,0.807971,,,
20,1.6866364,,,
20,1.4907294,,,
20,1.1294576,,,
20,1.0618024,,,
20,0.9829151,,,
20,1.150234,,,
20,1.3408357,,,
20,0.9256222,,,
20,1.118746,,,
20,2.2710847,,,
20,1.0204009,,,
20,0.775592,,,
20,1.1627521,,,
20,1.3501034,,,
20,1.0118871,,,
20,0.9496428,,,
20,1.3582045,,,
20,0.8984757,,,
20,1.3882742,,,
20,1.2952846,,,
20,1.4194774,,,
20,0.8991011,,,
20,1.227624,,,
20,1.2189306,,,
20,2.0305602,,,
20,0.8010529,,,
20,1.222809,,,
20,0.8148785,,,
20,1.1222956,,,
20,0.9762462,,,
20,1.0946527,,,
20,1.0100685,,,
20,1.6771729,,,
20,1.0171654,,,
20,1.3787253,,,
20,0.8948669,,,
20,1.3616375,,,
20,0.8278086,,,
20,2.0091485,,,
20,0.943941,,,
20,1.0066323,,,
20,1.4090943,,,
20,0.9927091,,,
20,1.148114,,,
20,0.8694618,,,
20,1.1110862,,,
20,0.8713113,,,
20,1.2008864,,,
20,1.257276,,,
20,2.139906,,,
20,2.0298023,,,
20,0.9128122,,,
20,1.5210899,,,
20,1.1455955,,,
20,1.9203132,,,
20,1.0948818,,,
20,1.1148972,,,
20,1.2314928,,,
20,1.0907879,,,
20,1.7251081,,,
20,1.162919,,,
20,0.9742764,,,
20,1.018459,,,
20,1.2549249,,,
20,1.0852767,,,
20,2.0446344,,,
20,0.9650289,,,
20,1.551741,,,
20,1.8232456,,,
20,0.9920268,,,
20,1.3048766,,,
20,1.0919813,,,
20,0.8911474,,,
20,1.476066,,,
20,0.9032626,,,
20,0.7589877,,,
20,1.4290103,,,
20,0.8662152,,,
20,1.4700846,,,
20,0.9132489,,,
20,0.8074146,,,
20,0.873573,,,
20,1.6521857,,,
20,1.9324896,,,
20,1.8749414,,,
20,1.7389345,,,
20,1.8004147,,,
20,1.2652227,,,
20,1.8306525,,,
20,1.0800149,,,
20,1.1580807,,,
20,1.1225633,,,
20,1.183675,,,
20,0.8145402,,,
20,2.4281686,,,
20,1.0553504,,,
20,2.592597,,,
20,2.062963,,,
20,1.3000808,,,
20,0.887019,,,
20,1.7411483,,,
20,1.007817,,,
20,0.807471,,,
20,0.8109488,,,
20,1.7574088,,,
20,1.7278821,,,
20,1.2979245,,,
20,1.0034138,,,
20,1.0234385,,,
20,0.9104232,,,
20,1.0362108,,,
20,1.4212117,,,
20,2.429404,,,
20,0.9038697,,,
