Max Component Size,Compute Time (s),runScen2_2Random,,,,
690,0.0070533,,717.02,0.007308457,,590
720,0.006664,,,,,
750,0.0066603,,,,,
710,0.0082825,,,,,
720,0.0067436,,,,,
750,0.0067502,,,,,
690,0.0064518,,,,,
740,0.0067594,,,,,
710,0.0068736,,,,,
720,0.0065614,,,,,
800,0.0067577,,,,,
710,0.0064778,,,,,
690,0.0066767,,,,,
680,0.0064734,,,,,
740,0.0065317,,,,,
740,0.0066421,,,,,
740,0.0065791,,,,,
740,0.0065809,,,,,
730,0.007033,,,,,
730,0.007065,,,,,
680,0.0064487,,,,,
740,0.0065653,,,,,
690,0.0064643,,,,,
720,0.0066174,,,,,
720,0.0065485,,,,,
700,0.0067097,,,,,
730,0.0067124,,,,,
690,0.0067454,,,,,
740,0.0066542,,,,,
730,0.0065666,,,,,
700,0.0064992,,,,,
740,0.0068874,,,,,
680,0.0065253,,,,,
740,0.0069787,,,,,
760,0.0067378,,,,,
750,0.0066411,,,,,
730,0.006561,,,,,
750,0.0068078,,,,,
710,0.0065074,,,,,
760,0.006596,,,,,
690,0.0064728,,,,,
720,0.0065842,,,,,
700,0.0065318,,,,,
720,0.0067257,,,,,
720,0.0065874,,,,,
720,0.0065109,,,,,
770,0.0066605,,,,,
760,0.0067387,,,,,
700,0.0069797,,,,,
720,0.0378825,,,,,
720,0.0066414,,,,,
760,0.0065879,,,,,
770,0.0066271,,,,,
740,0.0067208,,,,,
700,0.0064933,,,,,
730,0.006521,,,,,
680,0.0064165,,,,,
740,0.0065592,,,,,
730,0.0065854,,,,,
670,0.0064124,,,,,
740,0.0065873,,,,,
710,0.0065577,,,,,
730,0.0066158,,,,,
730,0.0074743,,,,,
700,0.0069262,,,,,
710,0.0066568,,,,,
740,0.006679,,,,,
740,0.0065484,,,,,
750,0.0065239,,,,,
730,0.0065577,,,,,
680,0.0064707,,,,,
710,0.0067545,,,,,
740,0.006833,,,,,
740,0.0066212,,,,,
590,0.0063273,,,,,
640,0.0063902,,,,,
700,0.0064827,,,,,
730,0.0064148,,,,,
720,0.0071094,,,,,
690,0.0065948,,,,,
720,0.0066325,,,,,
740,0.0065474,,,,,
700,0.0065256,,,,,
700,0.0069778,,,,,
650,0.0067671,,,,,
710,0.0087965,,,,,
690,0.0064219,,,,,
740,0.0066623,,,,,
660,0.0063915,,,,,
740,0.0065487,,,,,
760,0.0066952,,,,,
660,0.0064104,,,,,
700,0.0065223,,,,,
730,0.0073849,,,,,
710,0.0372177,,,,,
770,0.0066811,,,,,
740,0.0065322,,,,,
590,0.0065565,,,,,
719,0.0068571,,,,,
740,0.0071211,,,,,
710,0.0065856,,,,,
690,0.0064571,,,,,
710,0.0066442,,,,,
720,0.0065398,,,,,
740,0.0066388,,,,,
700,0.0067966,,,,,
700,0.0065435,,,,,
680,0.0064673,,,,,
780,0.0069394,,,,,
668,0.0069837,,,,,
680,0.006404,,,,,
650,0.0064724,,,,,
730,0.0065109,,,,,
760,0.0065921,,,,,
690,0.0065094,,,,,
720,0.0065932,,,,,
690,0.0066252,,,,,
750,0.0066372,,,,,
750,0.0066429,,,,,
680,0.0065552,,,,,
680,0.0066393,,,,,
629,0.0067266,,,,,
710,0.0068951,,,,,
730,0.0072276,,,,,
700,0.0067466,,,,,
670,0.0067611,,,,,
730,0.0067403,,,,,
710,0.0069117,,,,,
700,0.0067337,,,,,
720,0.0070125,,,,,
739,0.0068437,,,,,
710,0.0065081,,,,,
770,0.0068535,,,,,
680,0.0065234,,,,,
690,0.0065553,,,,,
710,0.0068803,,,,,
690,0.0065334,,,,,
720,0.0070152,,,,,
660,0.007341,,,,,
730,0.0365064,,,,,
750,0.0065299,,,,,
700,0.0072938,,,,,
710,0.0065141,,,,,
660,0.0067587,,,,,
740,0.0066272,,,,,
720,0.0064694,,,,,
700,0.0066186,,,,,
730,0.00668,,,,,
690,0.0065791,,,,,
740,0.0066921,,,,,
680,0.0065023,,,,,
700,0.0064915,,,,,
720,0.0066702,,,,,
710,0.0069841,,,,,
750,0.007003,,,,,
750,0.0066303,,,,,
760,0.0065556,,,,,
750,0.0065719,,,,,
750,0.0066873,,,,,
700,0.0065688,,,,,
720,0.0067699,,,,,
630,0.0064203,,,,,
760,0.0071367,,,,,
690,0.0066596,,,,,
720,0.0070461,,,,,
750,0.0066282,,,,,
640,0.0063854,,,,,
740,0.0068235,,,,,
720,0.0069927,,,,,
759,0.0067109,,,,,
660,0.0065233,,,,,
710,0.0069758,,,,,
710,0.0065312,,,,,
660,0.0066958,,,,,
730,0.0066151,,,,,
760,0.0066899,,,,,
720,0.0065495,,,,,
740,0.0065575,,,,,
750,0.0066008,,,,,
750,0.0066691,,,,,
750,0.0067362,,,,,
760,0.0066748,,,,,
730,0.0065484,,,,,
710,0.006953,,,,,
730,0.0367714,,,,,
750,0.0071131,,,,,
750,0.006523,,,,,
740,0.0066852,,,,,
660,0.0065611,,,,,
700,0.0065059,,,,,
730,0.0065377,,,,,
740,0.0067452,,,,,
680,0.0064849,,,,,
730,0.0066546,,,,,
760,0.0068006,,,,,
760,0.0072121,,,,,
720,0.0065134,,,,,
750,0.0070472,,,,,
720,0.0069981,,,,,
720,0.0071166,,,,,
